file,line,line_sha256,disposition,finding_ids
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,12,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,13,1b2d1c842951306fd92a60065e6c17e54aa00df0f9cca37f4d1af9d95c3d989a,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,14,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,15,fd17a773b6316eb13bba1e1237be6b72e16a565fab6251607d070a861154e86c,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,16,5d5d5713f1c1aeba9771af5f8e3e4a01557eaf9b0638dfaa7deea376eabfb634,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,17,7c6ef4eb6391502452535fc32aacbef6d72e110f75dd633fd5cb87d5d9a5f5bb,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,18,77dc3e39a21e22a1372f8965ad44b9fbd877262409d567d16639326e80acae8c,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,19,3c2e46cf5c5fac47a7b1f671fe7e44a388f517569693fac5c403a39b42a573b6,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,20,8bce40a4b74650e6b452b4cef7cbeabe1d16b4859a7a03134a74289a0ea49d29,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,21,4ab5b1e1cc4ead13e908d216c1fce59249e7137193019d79aa0794732aac288d,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,22,90595980ded5cb93e6f04fc48fffbc3591a9fa8243e9f0d58077fd170ab37201,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,23,351aac1476addb0ef54a8e750094074ee87def818dbec1fa3e3bd82bd56e40b3,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,24,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,25,aeed21b0167d9a52d4a83ce9f7562abe245b72be220d19fa20af5b13abc47d49,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,26,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,27,e359854f9da1ba602f246833b2cdd0ea6cd9aaaf9cde36b5e6c1e832deff2977,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,28,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,29,e36d9cd0b1c8dcc463e9c99b7efe2f8995f038712c01e5aebd1cc583c59ee521,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,30,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,31,1493b6d59284fc6a4c9212cc5c60e9f9cf4001ef81b8bd2e42c05a6cb7475b77,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,32,e2e2963faf879dc0249855920dd9896dabd86cd53a0c07ecdb0af9789e4296c1,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,33,d4ff7044f83859cc4a24860c2a9616099631f3017638e3416a34f6a5f05d8083,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,34,4a6869bb6b767cc6594ace228efa1a2747430b5d1a7b56934f64f5cd6168a68e,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,35,a1ee756b246be568f5538d997cb2d3aaba7d17b69cf841e5210855ee0435ad20,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,36,7d8db20c12f19977994955ba929745870d6af10a919d5cf1193d481561eb58e1,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,37,97264d1401b02688a6a0068f3914c7d775c7f7feac48fbfb3cd846304ab25cc1,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,38,17f75402b274124ea3fd5fd332ccb5d38ae9fe1cb8c730d2dd75c49cae2805d9,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,39,af268d63652a7ecb4038cae9b0e446b2ba7b0a9a2f2660431e2ea29cfacdf5c7,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,40,3ba9e4a5e2680a035cc58ce8ba74601d2c6948074b092e01c46e4f6eeb4e54bd,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,41,aa1d1a63390229c798347e83a0405441c9400035284ad168c1bf6cdf1d70a370,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,42,7734be6a172ee3e4d716b3e203f17a370de83c9bd833592d6edc02a21b64f16f,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,43,f208c5cfec4afab9582f6d29eb116c4a4f692d802e036961fe68366586b7a9a7,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,44,a614f536f0000b0e1ee0460a54f779cb5b76734de989e10a67f287c8e23f1b00,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,45,689e67a787de3824b5f630fffaf9a0c15ba3339b20c38112758b55e05845f9e1,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,46,17f75402b274124ea3fd5fd332ccb5d38ae9fe1cb8c730d2dd75c49cae2805d9,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,47,af85d3827d0a9b5e1ec15a1c484b8e37051c3d764c388cca34108af8d4c8deff,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,48,aa1d1a63390229c798347e83a0405441c9400035284ad168c1bf6cdf1d70a370,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,49,8b3a344186338ff9fe2be54a5c371e39c488c5bed7ca0df2ae42c7d00a776e66,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,50,23f52bd91d90ba4f57583150e559d7394d33860aa00e8afca3cbcfbab7ca0f7a,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,51,af268d63652a7ecb4038cae9b0e446b2ba7b0a9a2f2660431e2ea29cfacdf5c7,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,52,8d87b5606f95f17c811e6b232fadb2b6062214921c2edf75c8ac48ca9866b554,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,53,aa1d1a63390229c798347e83a0405441c9400035284ad168c1bf6cdf1d70a370,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,54,47c06c561d5c327343685268a46b3391f3998eee890d2be51f0d21cc4a53ae6d,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,55,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,56,2bdf09788583f976700ad314ff73b4493b6a6b676bf8b24c660d96aba079eb09,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,57,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,58,fb0edae3a03bd077771707d2a8392180f6a8a89416e2418f8995945d4b2fb8b4,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,59,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,60,fbb870dedae51d25c2c99bd8a7095c29f8da196a0c35061437d5e92ddb8f6a1e,finding,F01
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,61,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,finding,F01
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,62,4132e294caef79bbdd14be232488f28172990ff0a5d67cd305dc6b8472b70e3e,finding,F01;F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,63,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,finding,F01;F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,64,d25daf915b93545cdf21f50fa16d9a3dd47055c5bc204823af16f096b30e3838,finding,F01;F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,65,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,finding,F01;F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,66,1493b6d59284fc6a4c9212cc5c60e9f9cf4001ef81b8bd2e42c05a6cb7475b77,finding,F01;F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,67,d088f6e71489b915c752847ccd6a5a3aefe25fb1b1c2fc008738f0bfd31df0f0,finding,F01;F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,68,837901cb0c641b1e3ca27e019f8b89c7656da425516b64baa96908cd5f9dc5c4,finding,F01;F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,69,47c06c561d5c327343685268a46b3391f3998eee890d2be51f0d21cc4a53ae6d,finding,F01;F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,70,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,finding,F01;F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,71,f4d2feab5be7228643a50800d2d9b240b256b9c55196ff5f71439582a7ca207c,finding,F01;F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,72,0366c5f1ff9781b02c3300b7a86849f453618f469380d68466de000f1c41b24a,finding,F01;F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,73,601b73785066093ab69ac361af5a07b4777f8b53b586dd5687544d9e77382396,finding,F01;F04
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,74,13bf1076db0aed0eea3ff2ba24aeb5b9d952d466f1d92711af242dbf9c26fa8a,finding,F01
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,75,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,76,e11e49ef112675456210e28dbf51f00aad0bcb95e7dcebe245edf48ca10787bb,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,77,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,78,d24cce399df3cfb39a4cd54f79f5c2396c7cdf0bb2c9f452837ac81d81a93e39,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,79,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,80,fc21fdb0c533268564a7a0f7ea64b7dcae6341689162218614f77d0225cb7102,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,81,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,82,8628d0589a22b704901c7448a9515aee1634ffcfc51f682b68bb7223435d62ff,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,83,a47f6c2635b7ca2257c4a3d1b99754da14518a5f0fa8ef194b683e1c540f14ec,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,84,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,85,1493b6d59284fc6a4c9212cc5c60e9f9cf4001ef81b8bd2e42c05a6cb7475b77,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,86,edb953413bdbdd3d1a76942339a1730a643afeba15fe84e3e2d6c0a7a809fa04,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,87,da0b1d15c32785100945f2b45d229b8bf77cf78154841bf90bbfc100c710ff7f,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,88,4b3cf72144a10af56d6c5496c2172ca5b5d5861a49f609424939370640a680eb,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,89,47c06c561d5c327343685268a46b3391f3998eee890d2be51f0d21cc4a53ae6d,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,90,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,91,3987aaea2241f49dad341778f2bcfd55ce7e521c5c9da4deefb5a6bb664d2c4e,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,92,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,93,47e2a5d0d910a3d806602d584777798afab64df5f79fd9cdfd2e0282663f79c7,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,94,2d950c86b7e2963a27a65c5371e950c0bda3d561bf0e48c1c0df4f7dd5364e75,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,95,948f683bd8c41005d5b296525021f49805ea7b8715caba028adeac0bb1e5bc2e,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,96,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,97,5f61886f556c6a1a268e364662e57e4464d1e514f11310c831eb06013b68b7ee,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,98,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,99,8ecd58841fc4e65f2738b2c3b22c6e908cd2c10b6fc4565e8d0f3593e61ae7ab,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,100,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,101,bbdde155401a8f08eeb33fb19fe9fa60b16ebff0563a497ffd4da5c8c6d8f7d3,finding,F05
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,102,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,finding,F05
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,103,423857377f4d36ffd5e99f555c21491a07f45bcf74939deb808bc67567f721bc,finding,F05
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,104,8bcfd9b5c7d68764043cdd9776be2e816fbcd213f2ba1c8c6831e21a481e2f0f,finding,F05
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,105,b91634295243ff87d3b65d9de504d0bb7f45b592d96fc431cdcbc8e3712b209c,finding,F05
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,106,195da2222d3768a8c9507d3740f73b8aea64ea843706fbde85196a2a2dd8f896,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,107,b5736c96f0a69010e735a25e5ec88b2541021000d1b95a2561a731b0986b894b,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,108,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,109,4c1490ffb4079f7eb336d33ba1f97d050a2f4fcc64a57fbb4875c1968f975505,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,110,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,111,85954394f32a42ed647c4806b1e3ad3adcaa24f8f529987b6bf51f96047c0554,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,112,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,113,0c1dd3c0cc94309e86f304bcf7623b6cd65055eba04d7154c0b31bcfde1b29ae,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,114,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,115,f206659a3b698789574d1cb08948a04d914baee5ffcf19e1ba2f56a1e5490978,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,116,d454c1825cc9923c1e1ec35cc4e3022380df183f7fe3db14076534b86ff8c944,finding,F03
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,117,7d37cdc977e6c6fdcf982fd9d22889e25b0b22fb6b1d9edf8ccd5c17d62d4acf,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,118,709eccc4182aa532661f9dec333bb71b4200dcc0ff9ea5ed5222cd6c9e168cd6,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,119,d8e285a3127cba6a5fac18d0112052625b996c91b8356db0f1355e6cebf61622,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,120,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,121,8574c30c112d3a59f847a28e4686b791bbe0c9f77893091937676a4879d8b42c,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,122,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,123,12db751e17e6de3559b73eb5b201b6e246ba9991ad58eddacd6ac86fe61c7bfd,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,124,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,125,230107b6d3b154b0e3fd4faa98ae4ebe207823b870cb9c4b2c2bf506a0415551,finding,F03;F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,126,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,finding,F03
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,127,0314221c8b060dd49e421c844fbb9b9dac3859bae4144df0798145b5ba7a7c50,finding,F03
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,128,6a4fa3358df3f11bab1aeb930a437624d1016213fb018121aeca475000f16898,finding,F03
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,129,b22b70ca31716ecf7c12ecbcd716707db4ef89ea2e0f7a0c324ff606812639ae,finding,F03
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,130,601d135bac428053ed1533693a80056961495ff0241af2dc95c4e60267c57b4b,finding,F02;F03
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,131,50b4de06c73414f07ca787bae4f2a3c0467d40193e683b120488a79aa69fc3fc,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,132,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,133,e6e3a1c36f0b5dfe907c7d5231131778c8e45303709d64c3ff6c94f739e06671,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,134,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,135,c11fc00ce6c0e79d562d39ae4d7ea61d334cecd4d5eea6c36aae82267eb81d59,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,136,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,137,47c59b055f982553d726f05d474af458f18070d43768d71ccb2693ccf76ff40c,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,138,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,139,d98847d2e1b7fef4677a9f46817a372d1a79d5e7e31993e60c7c576160d9aaed,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,140,0c6db9b4670e1487684b4c94c2bff057c3a56aa2a714fbd907dcb7e17348f5ba,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,141,f5fbd9715ad09a9ff51a87478562a32b47883eb1023281ec762aaa58cf63795f,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,142,d207c8f10af795cef03032b4b215049623ae70213a9d1d7d02a47aca8f85371b,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,143,46872362e27fa412930378cd38bc05f09f9e15c068fe322a37787bfa49bc8964,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,144,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,145,ecf903c5175ecb63b092cdf3dffaa74442fb9514c6da8ef460059255641512a1,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,146,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,147,931983909e4c975272a7a52d39cccca47b1e38a42a4299c0b4d1436bb31d2059,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,148,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
